You entered a buffer length of 4
-0.92, -0.42, -0.84, -0.94, -0.41, -0.86, -0.92, -0.38, -0.84, -0.96, -0.42, -0.88
-0.88, -0.42, -0.68, -0.93, -0.41, -0.82, -0.88, -0.38, -0.68, -0.96, -0.42, -0.88
-0.84, -0.42, -0.52, -0.90, -0.41, -0.73, -0.84, -0.38, -0.52, -0.96, -0.42, -0.88
-0.80, -0.46, -0.40, -0.86, -0.43, -0.61, -0.80, -0.42, -0.40, -0.92, -0.46, -0.84
-0.72, -0.50, -0.32, -0.81, -0.45, -0.48, -0.72, -0.42, -0.32, -0.88, -0.50, -0.68
-0.64, -0.54, -0.32, -0.75, -0.48, -0.39, -0.64, -0.42, -0.32, -0.84, -0.54, -0.52
-0.52, -0.58, -0.36, -0.67, -0.52, -0.35, -0.52, -0.46, -0.32, -0.80, -0.58, -0.40
-0.44, -0.62, -0.40, -0.58, -0.56, -0.35, -0.44, -0.50, -0.32, -0.72, -0.62, -0.40
-0.40, -0.62, -0.48, -0.50, -0.59, -0.39, -0.40, -0.54, -0.32, -0.64, -0.62, -0.48
-0.36, -0.65, -0.48, -0.43, -0.62, -0.43, -0.36, -0.58, -0.36, -0.52, -0.65, -0.48
-0.32, -0.65, -0.48, -0.38, -0.63, -0.46, -0.32, -0.62, -0.40, -0.44, -0.65, -0.48
-0.24, -0.62, -0.44, -0.33, -0.63, -0.47, -0.24, -0.62, -0.44, -0.40, -0.65, -0.48
-0.24, -0.65, -0.44, -0.29, -0.64, -0.46, -0.24, -0.62, -0.44, -0.36, -0.65, -0.48
-0.24, -0.65, -0.44, -0.26, -0.64, -0.45, -0.24, -0.62, -0.44, -0.32, -0.65, -0.48
-0.24, -0.69, -0.44, -0.24, -0.65, -0.44, -0.24, -0.62, -0.44, -0.24, -0.69, -0.44
-0.20, -0.73, -0.44, -0.23, -0.68, -0.44, -0.20, -0.65, -0.44, -0.24, -0.73, -0.44
-0.16, -0.73, -0.48, -0.21, -0.70, -0.45, -0.16, -0.65, -0.44, -0.24, -0.73, -0.48
-0.12, -0.73, -0.48, -0.18, -0.72, -0.46, -0.12, -0.69, -0.44, -0.24, -0.73, -0.48
-0.08, -0.73, -0.48, -0.14, -0.73, -0.47, -0.08, -0.73, -0.44, -0.20, -0.73, -0.48
-0.04, -0.73, -0.48, -0.10, -0.73, -0.48, -0.04, -0.73, -0.48, -0.16, -0.73, -0.48
0.00, -0.73, -0.48, -0.06, -0.73, -0.48, 0.00, -0.73, -0.48, -0.12, -0.73, -0.48
0.04, -0.77, -0.48, -0.02, -0.74, -0.48, 0.04, -0.73, -0.48, -0.08, -0.77, -0.48
0.04, -0.77, -0.44, 0.01, -0.75, -0.47, 0.04, -0.73, -0.44, -0.04, -0.77, -0.48
0.04, -0.77, -0.40, 0.03, -0.76, -0.45, 0.04, -0.73, -0.40, 0.00, -0.77, -0.48
0.04, -0.81, -0.40, 0.04, -0.78, -0.43, 0.04, -0.77, -0.40, 0.04, -0.81, -0.48
0.04, -0.81, -0.36, 0.04, -0.79, -0.40, 0.04, -0.77, -0.36, 0.04, -0.81, -0.44
0.04, -0.81, -0.40, 0.04, -0.80, -0.39, 0.04, -0.77, -0.36, 0.04, -0.81, -0.40
0.12, -0.81, -0.52, 0.06, -0.81, -0.42, 0.12, -0.81, -0.36, 0.04, -0.81, -0.52
0.24, -0.81, -0.60, 0.11, -0.81, -0.47, 0.24, -0.81, -0.36, 0.04, -0.81, -0.60
0.40, -0.85, -0.56, 0.20, -0.82, -0.52, 0.40, -0.81, -0.40, 0.04, -0.85, -0.60
0.48, -0.85, -0.48, 0.31, -0.83, -0.54, 0.48, -0.81, -0.48, 0.12, -0.85, -0.60
0.48, -0.85, -0.32, 0.40, -0.84, -0.49, 0.48, -0.81, -0.32, 0.24, -0.85, -0.60
0.28, -0.85, -0.24, 0.41, -0.85, -0.40, 0.48, -0.85, -0.24, 0.28, -0.85, -0.56
0.16, -0.88, -0.16, 0.35, -0.86, -0.30, 0.48, -0.85, -0.16, 0.16, -0.88, -0.48
0.04, -0.92, -0.12, 0.24, -0.87, -0.21, 0.48, -0.85, -0.12, 0.04, -0.92, -0.32
0.00, -0.92, -0.12, 0.12, -0.89, -0.16, 0.28, -0.85, -0.12, 0.00, -0.92, -0.24
0.04, -0.92, -0.12, 0.06, -0.91, -0.13, 0.16, -0.88, -0.12, 0.00, -0.92, -0.16
0.08, -0.92, -0.16, 0.04, -0.92, -0.13, 0.08, -0.92, -0.12, 0.00, -0.92, -0.16
0.12, -0.88, -0.20, 0.06, -0.91, -0.15, 0.12, -0.88, -0.12, 0.00, -0.92, -0.20
0.12, -0.88, -0.24, 0.09, -0.90, -0.18, 0.12, -0.88, -0.12, 0.04, -0.92, -0.24
0.12, -0.88, -0.20, 0.11, -0.89, -0.20, 0.12, -0.88, -0.16, 0.08, -0.92, -0.24
0.12, -0.88, -0.16, 0.12, -0.88, -0.20, 0.12, -0.88, -0.16, 0.12, -0.88, -0.24
0.08, -0.88, -0.16, 0.11, -0.88, -0.19, 0.12, -0.88, -0.16, 0.08, -0.88, -0.24
0.04, -0.88, -0.16, 0.09, -0.88, -0.17, 0.12, -0.88, -0.16, 0.04, -0.88, -0.20
0.00, -0.92, -0.08, 0.06, -0.89, -0.14, 0.12, -0.88, -0.08, 0.00, -0.92, -0.16
-0.04, -0.92, -0.08, 0.02, -0.90, -0.12, 0.08, -0.88, -0.08, -0.04, -0.92, -0.16
-0.04, -0.92, -0.04, -0.01, -0.91, -0.09, 0.04, -0.88, -0.04, -0.04, -0.92, -0.16
-0.04, -0.92, -0.04, -0.03, -0.92, -0.06, 0.00, -0.92, -0.04, -0.04, -0.92, -0.08
0.00, -0.96, 0.00, -0.03, -0.93, -0.04, 0.00, -0.92, 0.00, -0.04, -0.96, -0.08
0.04, -0.96, 0.00, -0.01, -0.94, -0.02, 0.04, -0.92, 0.00, -0.04, -0.96, -0.04
0.04, -0.96, 0.04, 0.01, -0.95, 0.00, 0.04, -0.92, 0.04, -0.04, -0.96, -0.04
0.08, -0.92, 0.04, 0.04, -0.95, 0.02, 0.08, -0.92, 0.04, 0.00, -0.96, 0.00
0.12, -0.92, 0.04, 0.07, -0.94, 0.03, 0.12, -0.92, 0.04, 0.04, -0.96, 0.00
0.12, -0.92, 0.08, 0.09, -0.93, 0.05, 0.12, -0.92, 0.08, 0.04, -0.96, 0.04
0.12, -0.92, 0.12, 0.11, -0.92, 0.07, 0.12, -0.92, 0.12, 0.08, -0.92, 0.04
0.08, -0.92, 0.12, 0.11, -0.92, 0.09, 0.12, -0.92, 0.12, 0.08, -0.92, 0.04
0.04, -0.92, 0.20, 0.09, -0.92, 0.13, 0.12, -0.92, 0.20, 0.04, -0.92, 0.08
0.00, -0.92, 0.28, 0.06, -0.92, 0.18, 0.12, -0.92, 0.28, 0.00, -0.92, 0.12
0.00, -0.92, 0.28, 0.03, -0.92, 0.22, 0.08, -0.92, 0.28, 0.00, -0.92, 0.12
