50,50,0,0
20,29,30,21
20,28,30,22
18,27,32,23
18,27,32,23
18,26,32,24
18,26,32,24
17,25,33,25
17,24,33,26
16,24,34,26
15,23,35,27
15,23,35,27
15,23,35,27
15,23,35,27
14,23,36,27
14,23,36,27
14,23,36,27
14,22,36,28
14,22,36,28
14,22,36,28
13,22,37,28
13,21,37,29
12,21,38,29
12,21,38,29
12,21,38,29
12,21,38,29
12,21,38,29
12,21,38,29
11,20,39,30
11,20,39,30
11,19,39,31
11,19,39,31
11,19,39,31
11,18,39,32
11,18,39,32
10,18,40,32
10,18,40,32
10,18,40,32
10,18,40,32
10,17,40,33
10,17,40,33
10,17,40,33
10,17,40,33
10,17,40,33
10,17,40,33
10,17,40,33
10,17,40,33
10,17,40,33
9,17,41,33
9,17,41,33
9,17,41,33
9,17,41,33
9,17,41,33
8,17,42,33
8,17,42,33
8,17,42,33
8,17,42,33
8,17,42,33
8,17,42,33
6,17,44,33
6,17,44,33
6,17,44,33
6,17,44,33
6,17,44,33
6,17,44,33
6,15,44,35
6,15,44,35
6,15,44,35
6,14,44,36
6,14,44,36
6,14,44,36
5,14,45,36
5,14,45,36
5,14,45,36
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,12,45,38
5,12,45,38
5,11,45,39
5,11,45,39
5,11,45,39
5,10,45,40
5,10,45,40
4,9,46,41
4,9,46,41
3,9,47,41
2,9,48,41
2,9,48,41
1,8,49,42
1,7,49,43
1,7,49,43
1,6,49,44
0,0,50,50
