50,50,0,0
20,48,30,2
20,48,30,2
18,48,32,2
18,48,32,2
18,48,32,2
18,48,32,2
17,48,33,2
17,48,33,2
16,48,34,2
15,48,35,2
15,48,35,2
15,48,35,2
15,48,35,2
14,48,36,2
14,48,36,2
14,48,36,2
14,48,36,2
14,48,36,2
14,48,36,2
13,48,37,2
13,48,37,2
12,48,38,2
12,48,38,2
12,48,38,2
12,48,38,2
12,48,38,2
12,48,38,2
11,48,39,2
11,48,39,2
11,48,39,2
11,48,39,2
11,48,39,2
11,48,39,2
11,48,39,2
10,48,40,2
10,48,40,2
10,48,40,2
10,48,40,2
10,48,40,2
10,48,40,2
10,48,40,2
10,48,40,2
10,48,40,2
10,48,40,2
10,48,40,2
10,48,40,2
10,48,40,2
9,48,41,2
9,48,41,2
9,48,41,2
9,48,41,2
9,48,41,2
8,48,42,2
8,48,42,2
8,48,42,2
8,48,42,2
8,48,42,2
8,48,42,2
6,48,44,2
6,48,44,2
6,48,44,2
6,48,44,2
6,48,44,2
6,48,44,2
6,48,44,2
6,48,44,2
6,48,44,2
6,48,44,2
6,48,44,2
6,48,44,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
5,48,45,2
4,48,46,2
4,48,46,2
3,48,47,2
2,48,48,2
2,48,48,2
1,48,49,2
1,48,49,2
1,48,49,2
1,47,49,3
0,0,50,50
