50,0,0,0
20,0,30,0
20,0,30,0
18,0,32,0
18,0,32,0
18,0,32,0
18,0,32,0
17,0,33,0
17,0,33,0
16,0,34,0
15,0,35,0
15,0,35,0
15,0,35,0
15,0,35,0
14,0,36,0
14,0,36,0
14,0,36,0
14,0,36,0
14,0,36,0
14,0,36,0
13,0,37,0
13,0,37,0
12,0,38,0
12,0,38,0
12,0,38,0
12,0,38,0
12,0,38,0
12,0,38,0
11,0,39,0
11,0,39,0
11,0,39,0
11,0,39,0
11,0,39,0
11,0,39,0
11,0,39,0
10,0,40,0
10,0,40,0
10,0,40,0
10,0,40,0
10,0,40,0
10,0,40,0
10,0,40,0
10,0,40,0
10,0,40,0
10,0,40,0
10,0,40,0
10,0,40,0
10,0,40,0
9,0,41,0
9,0,41,0
9,0,41,0
9,0,41,0
9,0,41,0
8,0,42,0
8,0,42,0
8,0,42,0
8,0,42,0
8,0,42,0
8,0,42,0
6,0,44,0
6,0,44,0
6,0,44,0
6,0,44,0
6,0,44,0
6,0,44,0
6,0,44,0
6,0,44,0
6,0,44,0
6,0,44,0
6,0,44,0
6,0,44,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
5,0,45,0
4,0,46,0
4,0,46,0
3,0,47,0
2,0,48,0
2,0,48,0
1,0,49,0
1,0,49,0
1,0,49,0
1,0,49,0
0,0,50,0
