50,50,0,0
20,31,30,19
20,29,30,21
18,27,32,23
18,27,32,23
18,27,32,23
18,27,32,23
17,26,33,24
17,26,33,24
16,26,34,24
15,26,35,24
15,26,35,24
15,23,35,27
15,23,35,27
14,22,36,28
14,21,36,29
14,20,36,30
14,20,36,30
14,20,36,30
14,20,36,30
13,20,37,30
13,20,37,30
12,20,38,30
12,20,38,30
12,20,38,30
12,20,38,30
12,20,38,30
12,20,38,30
11,20,39,30
11,20,39,30
11,20,39,30
11,20,39,30
11,20,39,30
11,20,39,30
11,20,39,30
10,20,40,30
10,20,40,30
10,19,40,31
10,19,40,31
10,19,40,31
10,19,40,31
10,18,40,32
10,18,40,32
10,18,40,32
10,18,40,32
10,18,40,32
10,18,40,32
10,18,40,32
9,18,41,32
9,18,41,32
9,18,41,32
9,18,41,32
9,18,41,32
8,16,42,34
8,15,42,35
8,15,42,35
8,15,42,35
8,15,42,35
8,14,42,36
6,14,44,36
6,14,44,36
6,14,44,36
6,14,44,36
6,14,44,36
6,14,44,36
6,14,44,36
6,14,44,36
6,14,44,36
6,14,44,36
6,14,44,36
6,14,44,36
5,14,45,36
5,14,45,36
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
5,13,45,37
4,13,46,37
4,13,46,37
3,13,47,37
2,12,48,38
2,9,48,41
1,9,49,41
1,9,49,41
1,9,49,41
1,7,49,43
0,0,50,50
