50,50,0,0
20,38,30,12
20,38,30,12
18,37,32,13
18,36,32,14
18,36,32,14
18,36,32,14
17,36,33,14
17,36,33,14
16,36,34,14
15,36,35,14
15,36,35,14
15,36,35,14
15,36,35,14
14,35,36,15
14,35,36,15
14,35,36,15
14,35,36,15
14,35,36,15
14,35,36,15
13,35,37,15
13,35,37,15
12,35,38,15
12,35,38,15
12,35,38,15
12,35,38,15
12,35,38,15
12,35,38,15
11,35,39,15
11,35,39,15
11,35,39,15
11,35,39,15
11,35,39,15
11,35,39,15
11,35,39,15
10,35,40,15
10,35,40,15
10,35,40,15
10,35,40,15
10,35,40,15
10,35,40,15
10,35,40,15
10,35,40,15
10,35,40,15
10,35,40,15
10,35,40,15
10,34,40,16
10,34,40,16
9,34,41,16
9,34,41,16
9,34,41,16
9,34,41,16
9,34,41,16
8,34,42,16
8,34,42,16
8,34,42,16
8,34,42,16
8,34,42,16
8,34,42,16
6,34,44,16
6,34,44,16
6,34,44,16
6,34,44,16
6,34,44,16
6,34,44,16
6,34,44,16
6,34,44,16
6,34,44,16
6,34,44,16
6,34,44,16
6,34,44,16
5,34,45,16
5,34,45,16
5,33,45,17
5,33,45,17
5,32,45,18
5,32,45,18
5,32,45,18
5,32,45,18
5,31,45,19
5,31,45,19
5,30,45,20
5,30,45,20
5,30,45,20
5,30,45,20
5,30,45,20
5,30,45,20
5,30,45,20
5,30,45,20
5,30,45,20
5,29,45,21
4,29,46,21
4,28,46,22
3,28,47,22
2,28,48,22
2,27,48,23
1,27,49,23
1,27,49,23
1,26,49,24
1,25,49,25
0,0,50,50
