129,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
137,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
147,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
159,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
166,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
176,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
192,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
200,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
209,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
217,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
229,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
249,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
262,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
278,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
295,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
311,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
321,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
333,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
342,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
350,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
364,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
372,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
381,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
393,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
403,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
411,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
424,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
436,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
442,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
454,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
463,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
471,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
481,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
493,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
502,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
510,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
524,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
532,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
543,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
551,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
565,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
575,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
583,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
596,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
604,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
614,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
627,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
637,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
645,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
665,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
678,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
686,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
696,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
709,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
719,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
727,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
737,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
749,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
756,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
766,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
778,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
791,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
799,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
807,-0.200000, -0.125000, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
821,-0.200000, -0.125000, 1.040000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
831,-0.200000, -0.125000, 1.040000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
838,-0.200000, -0.083333, 1.040000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
850,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
860,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
868,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
881,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
893,-0.160000, -0.083333, 0.960000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
903,-0.160000, -0.083333, 0.960000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
911,-0.160000, -0.083333, 0.960000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
922,-0.160000, -0.083333, 0.960000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
930,-0.160000, -0.083333, 0.960000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
940,-0.160000, -0.083333, 0.960000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
952,-0.160000, -0.083333, 0.960000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
959,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
971,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
981,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
995,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1002,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1018,-0.160000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1024,-0.160000, -0.083333, 0.960000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1038,-0.160000, -0.083333, 0.960000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1047,-0.160000, -0.083333, 0.960000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1055,-0.160000, -0.083333, 0.960000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1063,-0.160000, -0.083333, 0.960000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1077,-0.160000, -0.083333, 0.960000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1084,-0.200000, -0.083333, 1.000000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
