,time(ms),a_x, a_y, a_z
,6020,0.000000, 0.269231, 1.120000
,6034,0.000000, 0.269231, 1.040000
,6042,-0.040000, 0.269231, 1.000000
,6052,-0.040000, 0.269231, 1.000000
,6061,-0.040000, 0.269231, 0.920000
,6075,-0.040000, 0.269231, 0.880000
,6083,0.000000, 0.307692, 0.880000
,6097,0.000000, 0.307692, 0.840000
,6104,0.040000, 0.346154, 0.840000
,6112,0.080000, 0.384615, 0.840000
,6122,0.120000, 0.423077, 0.840000
,6136,0.120000, 0.423077, 0.840000
,6145,0.120000, 0.461538, 0.880000
,6153,0.120000, 0.461538, 0.880000
,6167,0.080000, 0.461538, 0.920000
,6177,0.000000, 0.423077, 0.880000
,6184,0.000000, 0.423077, 0.880000
,6192,0.000000, 0.423077, 0.840000
,6208,0.000000, 0.423077, 0.840000
,6216,0.040000, 0.461538, 0.800000
,6225,0.040000, 0.461538, 0.760000
,6237,0.080000, 0.500000, 0.760000
,6247,0.080000, 0.538462, 0.800000
,6257,0.080000, 0.615385, 0.840000
,6264,0.120000, 0.615385, 0.960000
,6278,0.120000, 0.615385, 1.000000
,6288,0.080000, 0.615385, 1.040000
,6296,0.040000, 0.615385, 1.000000
,6309,0.040000, 0.576923, 0.920000
,6317,0.040000, 0.576923, 0.880000
,6327,0.040000, 0.576923, 0.840000
,6337,-0.040000, 0.576923, 0.840000
,6350,0.000000, 0.615385, 0.880000
,6358,0.080000, 0.653846, 0.920000
,6366,0.080000, 0.653846, 0.960000
,6382,0.080000, 0.653846, 0.960000
,6389,0.040000, 0.653846, 0.880000
,6397,0.040000, 0.615385, 0.800000
,6407,0.040000, 0.576923, 0.760000
,6421,0.040000, 0.576923, 0.760000
,6430,0.080000, 0.576923, 0.760000
,6438,0.040000, 0.576923, 0.800000
,6452,0.040000, 0.615385, 0.880000
,6462,0.040000, 0.615385, 0.920000
,6470,0.040000, 0.615385, 0.920000
,6477,0.040000, 0.576923, 0.920000
,6493,0.040000, 0.576923, 0.920000
,6501,0.040000, 0.538462, 0.880000
,6511,0.040000, 0.538462, 0.880000
,6522,0.040000, 0.538462, 0.800000
,6532,0.040000, 0.538462, 0.760000
,6542,0.000000, 0.500000, 0.800000
,6550,0.000000, 0.500000, 0.840000
,6563,-0.040000, 0.500000, 0.960000
,6571,-0.080000, 0.461538, 1.040000
,6581,-0.040000, 0.500000, 1.080000
,6595,-0.040000, 0.461538, 1.080000
,6602,0.000000, 0.461538, 1.000000
,6612,0.040000, 0.461538, 1.000000
,6622,0.080000, 0.500000, 0.960000
,6636,0.080000, 0.500000, 0.920000
,6643,0.040000, 0.461538, 0.880000
,6651,0.000000, 0.384615, 0.840000
,6667,-0.080000, 0.307692, 0.840000
,6675,-0.080000, 0.230769, 0.880000
,6682,-0.080000, 0.230769, 0.880000
,6696,-0.120000, 0.192308, 0.960000
,6706,-0.120000, 0.192308, 1.000000
,6716,-0.160000, 0.153846, 1.000000
,6723,-0.160000, 0.153846, 0.960000
