,time(ms),a_x, a_y, a_z
,59,-0.040000, 0.000000, 1.000000
,80,-0.040000, 0.000000, 1.000000
,90,-0.040000, 0.000000, 1.000000
,100,-0.040000, 0.000000, 1.000000
,107,-0.040000, 0.000000, 1.000000
,121,-0.040000, 0.000000, 1.000000
,129,-0.040000, 0.000000, 1.000000
,139,-0.040000, 0.000000, 1.000000
,152,-0.040000, 0.000000, 1.000000
,160,-0.040000, 0.000000, 1.000000
,170,-0.040000, 0.000000, 1.000000
,184,-0.040000, 0.000000, 1.000000
,193,-0.040000, 0.000000, 1.000000
,201,-0.040000, 0.000000, 1.000000
,209,-0.040000, 0.000000, 1.000000
,225,-0.040000, 0.000000, 1.000000
,232,-0.040000, 0.000000, 1.000000
,240,-0.040000, 0.000000, 1.000000
,254,-0.040000, 0.000000, 1.000000
,264,-0.040000, 0.000000, 1.000000
,273,-0.040000, 0.000000, 1.000000
,281,-0.040000, 0.000000, 1.000000
,295,-0.040000, 0.000000, 1.000000
,305,-0.040000, 0.000000, 1.000000
,312,-0.040000, 0.000000, 1.000000
,326,-0.040000, 0.038462, 1.000000
,334,-0.040000, 0.000000, 1.000000
,344,-0.040000, 0.000000, 1.000000
,352,-0.040000, 0.000000, 1.000000
,365,-0.040000, 0.000000, 1.000000
,375,-0.040000, 0.000000, 1.000000
,385,-0.040000, 0.000000, 1.000000
,398,-0.040000, 0.038462, 1.000000
,406,-0.040000, 0.000000, 1.000000
,414,-0.040000, 0.000000, 1.000000
,424,-0.040000, 0.000000, 1.000000
,437,-0.040000, 0.000000, 1.000000
,445,-0.040000, 0.000000, 1.000000
,455,-0.040000, 0.000000, 1.000000
,469,-0.040000, 0.038462, 1.000000
,478,-0.040000, 0.000000, 1.000000
,486,-0.040000, 0.000000, 1.000000
,494,-0.040000, 0.000000, 1.000000
,508,-0.040000, 0.000000, 1.000000
,518,-0.040000, 0.000000, 1.000000
,525,0.000000, 0.038462, 1.000000
,539,-0.040000, 0.038462, 1.000000
,549,-0.040000, 0.000000, 1.000000
,559,-0.040000, 0.000000, 1.000000
,572,-0.040000, 0.000000, 1.000000
,584,-0.040000, 0.000000, 1.000000
,594,-0.040000, 0.000000, 1.000000
,603,-0.040000, 0.000000, 1.000000
,613,0.000000, 0.000000, 1.000000
,619,-0.040000, 0.000000, 1.000000
,629,-0.040000, 0.000000, 1.000000
,639,-0.040000, 0.000000, 1.000000
,650,-0.040000, 0.000000, 1.000000
,660,-0.040000, 0.000000, 1.000000
,668,-0.040000, 0.038462, 1.000000
,684,-0.040000, 0.000000, 1.000000
,691,-0.040000, 0.000000, 1.000000
,699,-0.040000, 0.000000, 1.000000
,709,-0.040000, 0.000000, 1.000000
,723,-0.040000, 0.000000, 1.000000
,730,0.000000, 0.038462, 1.000000
,740,-0.040000, 0.038462, 1.000000
,754,-0.040000, 0.000000, 1.000000
,764,-0.040000, 0.000000, 1.000000
,771,-0.040000, 0.000000, 1.000000
,779,-0.040000, 0.000000, 1.000000
,793,-0.040000, 0.000000, 1.000000
,803,0.000000, 0.000000, 1.000000
,810,-0.040000, 0.000000, 1.000000
,824,-0.040000, 0.000000, 1.000000
,834,-0.040000, 0.000000, 1.000000
,842,-0.040000, 0.000000, 1.000000
,852,-0.040000, 0.000000, 1.000000
,865,-0.040000, 0.000000, 1.000000
,873,0.000000, 0.038462, 1.000000
,883,-0.040000, 0.000000, 1.000000
,896,-0.040000, 0.000000, 1.000000
,904,-0.040000, 0.000000, 1.000000
,914,-0.040000, 0.000000, 1.000000
,922,-0.040000, 0.000000, 1.000000
,935,-0.040000, 0.000000, 1.000000
,945,-0.040000, 0.000000, 1.000000
,953,-0.040000, 0.038462, 1.000000
,969,-0.040000, 0.000000, 1.000000
,977,-0.040000, 0.000000, 1.000000
,984,-0.040000, 0.000000, 1.000000
,994,-0.040000, 0.000000, 1.000000
,1008,-0.040000, 0.000000, 1.000000
,1016,-0.040000, 0.000000, 1.000000
,1023,-0.040000, 0.000000, 1.000000
,1037,-0.040000, 0.000000, 1.000000
,1045,0.000000, 0.038462, 1.000000
,1055,-0.040000, 0.038462, 1.000000
,1068,-0.040000, 0.000000, 1.000000
,1078,-0.040000, 0.000000, 1.000000
,1086,-0.040000, 0.000000, 1.000000
,1100,-0.040000, 0.000000, 1.000000
,1109,-0.040000, 0.000000, 1.000000
,1117,0.000000, 0.038462, 1.000000
,1125,-0.040000, 0.000000, 1.000000
,1141,-0.040000, 0.000000, 1.000000
,1148,-0.040000, 0.000000, 1.000000
,1158,-0.040000, 0.000000, 1.000000
,1170,-0.040000, 0.000000, 1.000000
,1180,-0.040000, 0.000000, 1.000000
,1189,-0.040000, 0.000000, 1.000000
,1197,0.000000, 0.038462, 1.000000
,1211,-0.040000, 0.038462, 1.000000
,1221,-0.040000, 0.038462, 1.000000
,1228,-0.040000, 0.000000, 1.000000
,1238,-0.040000, 0.000000, 1.000000
,1250,-0.040000, 0.000000, 1.000000
,1260,-0.040000, 0.000000, 1.000000
,1269,-0.040000, 0.000000, 1.000000
,1277,-0.040000, 0.000000, 1.000000
,1291,-0.040000, 0.000000, 1.000000
,1301,-0.040000, 0.000000, 1.000000
,1309,-0.040000, 0.038462, 1.000000
,1322,-0.040000, 0.000000, 1.000000
,1332,-0.040000, 0.000000, 1.000000
,1340,-0.040000, 0.000000, 1.000000
,1353,-0.040000, 0.000000, 1.000000
,1363,-0.040000, 0.000000, 1.000000
,1371,0.000000, 0.000000, 1.000000
,1379,-0.040000, 0.000000, 1.000000
,1394,-0.040000, 0.000000, 1.000000
,1402,-0.040000, 0.000000, 1.000000
,1410,-0.040000, 0.000000, 1.000000
,1424,-0.040000, 0.000000, 1.000000
,1434,-0.040000, 0.000000, 1.000000
,1443,0.000000, 0.038462, 1.000000
,1451,-0.040000, 0.000000, 1.000000
,1465,-0.040000, 0.000000, 1.000000
,1475,-0.040000, 0.000000, 1.000000
,1482,-0.040000, 0.000000, 1.000000
,1496,-0.040000, 0.000000, 1.000000
,1504,-0.040000, 0.000000, 1.000000
,1514,0.000000, 0.000000, 1.000000
,1523,-0.040000, 0.038462, 1.000000
,1535,-0.040000, 0.000000, 1.000000
,1545,-0.040000, 0.000000, 1.000000
,1555,-0.040000, 0.000000, 1.000000
,1568,-0.040000, 0.000000, 1.000000
,1576,-0.040000, 0.000000, 1.000000
,1584,-0.040000, 0.038462, 1.000000
,1594,-0.040000, 0.038462, 1.000000
,1607,-0.040000, 0.000000, 1.000000
,1615,-0.040000, 0.000000, 1.000000
,1625,-0.040000, 0.000000, 1.000000
,1635,-0.040000, 0.000000, 1.000000
,1648,-0.040000, 0.000000, 1.000000
,1656,-0.040000, 0.000000, 1.000000
,1664,-0.040000, 0.000000, 1.000000
,1680,-0.040000, 0.000000, 1.000000
,1687,-0.040000, 0.000000, 1.000000
,1695,-0.040000, 0.000000, 1.000000
,1709,-0.040000, 0.000000, 1.000000
,1719,-0.040000, 0.000000, 1.000000
,1728,0.000000, 0.038462, 1.000000
,1736,-0.040000, 0.000000, 1.000000
,1750,-0.040000, 0.000000, 1.000000
,1758,-0.040000, 0.000000, 1.000000
,1768,-0.040000, 0.000000, 1.000000
,1775,-0.040000, 0.000000, 1.000000
,1789,-0.040000, 0.000000, 1.000000
,1799,-0.040000, 0.000000, 1.000000
,1809,-0.040000, 0.000000, 1.000000
,1820,-0.040000, 0.000000, 1.000000
,1830,-0.040000, 0.000000, 1.000000
,1838,-0.040000, 0.000000, 1.000000
,1853,-0.040000, 0.000000, 1.000000
,1865,-0.040000, 0.000000, 1.000000
,1875,0.000000, 0.000000, 1.000000
,1883,-0.040000, 0.000000, 1.000000
,1894,-0.040000, 0.000000, 1.000000
,1900,-0.040000, 0.000000, 1.000000
